id,speakerType,speakerName,dialogueText,HasImage,imagePath,delayTime,ipAddress,isBranch,branchText1,nextId1,branchText2,nextId2,branchText3,nextId3,isTrigger,questID,targetCount,isDocumentBubble,documentID,bubbleLoadingDuration,overrideNextId,correctDialogueID,incorrectDialogueID,isImageGenTrigger,imageGenQuestID,imageGenTruthDialogueID,imageGenFalseDialogueID,imageGenMalfunctionDialogueID,isImageGenMalfunctionEnd,isSceneTransition,nextSceneName,typingSpeed,isPanelTrigger,panelID,isOpenNextRoomTrigger,nextRoomContactID,isCloseRoomTrigger,glitchEffect,errorWeight
300,USER,Deuca,한서아 학생 생활기록부 대우대 경영학부 입시 취약점 진단 결과입니다.|{{DOCUMENT_REPORT}}|상기 항목에 대한 확인 및 입시 전산 보완 조치가 권장됩니다.,,,4,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,NPC,한서아,다시 한 번 수석 합격 핵심 기준을 확인해 보고 제 생활기록부와 대조해 봤을 때 어떤 부분을 보완해야 할지 진단해 주실래요?,,,2,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,NPC,한서아,…….,,,1,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,NPC,한서아,저기` 혹시 6번 종합의견에…….,,,2,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,NPC,한서아,……아니에요. 혼자 딴생각을 하다가 엉뚱한 말이 나왔네요.,,,2,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,NPC,한서아,말씀해 주신 심화 가중치만 잘 챙기면 수석 기준은 완벽히 맞출 수 있는 거죠?,,,1.5,22204,TRUE,네` 심화 가중치 전산 등록과 현재 성적 지표만 유지하면 수석 선발 요건은 100% 충족됩니다.,910,네` 부족한 항목을 명확히 파악했으니 사소한 생각은 털어내고 입시 준비에 집중하면 됩니다.,920,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,NPC,한서아,다행이네요. 데이터부터 확실하게 맞춰둬야 마음이 놓일 것 같아요.,,,1.5,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,NPC,한서아,수석 기준을 놓치지 않게 꼼꼼하게 검토해 주셔서 정말 감사드립니다.,,,1.5,22204,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,
920,NPC,한서아,네` 맞아요. 지금은 눈앞의 목표부터 확실하게 해두는 게 먼저죠.,,,1.5,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,NPC,한서아,마음 다잡을게요. 조언 감사드려요.,,,1.5,22204,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,
990,NPC,한서아,내일 학교 가서 바로 처리하고 올게요. 도와주셔서 감사합니다.,,,2,22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,C2_NPC_UNKNOWN,TRUE,,
